Field1_text,Text
Shubman Gill ,Kolkata Knight Riders
Venkatesh Iyer ,Kolkata Knight Riders
Rahul Tripathi ,Kolkata Knight Riders
Nitish Rana ,Kolkata Knight Riders
Eoin Morgan (c),Kolkata Knight Riders
Dinesh Karthik (wk),Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Lockie Ferguson ,Kolkata Knight Riders
Varun Chakaravarthy ,Kolkata Knight Riders
Shivam Mavi ,Kolkata Knight Riders
Shikhar Dhawan ,Delhi Capitals
Prithvi Shaw ,Delhi Capitals
Shreyas Iyer ,Delhi Capitals
Rishabh Pant (c)(wk),Delhi Capitals
Marcus Stoinis ,Delhi Capitals
Shimron Hetmyer ,Delhi Capitals
Axar Patel ,Delhi Capitals
Ravichandran Ashwin ,Delhi Capitals
Kagiso Rabada ,Delhi Capitals
Avesh Khan ,Delhi Capitals
Anrich Nortje ,Delhi Capitals
Shubman Gill ,Kolkata Knight Riders
Venkatesh Iyer ,Kolkata Knight Riders
Nitish Rana ,Kolkata Knight Riders
Rahul Tripathi ,Kolkata Knight Riders
Eoin Morgan (c),Kolkata Knight Riders
Dinesh Karthik (wk),Kolkata Knight Riders
Shakib Al Hasan ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Lockie Ferguson ,Kolkata Knight Riders
Varun Chakaravarthy ,Kolkata Knight Riders
Shivam Mavi ,Kolkata Knight Riders
Faf Du Plessis ,Chennai Super Kings
Ruturaj Gaikwad ,Chennai Super Kings
Moeen Ali ,Chennai Super Kings
Robin Uthappa ,Chennai Super Kings
Ambati Rayudu ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Dwayne Bravo ,Chennai Super Kings
Shardul Thakur ,Chennai Super Kings
Deepak Chahar ,Chennai Super Kings
Josh Hazlewood ,Chennai Super Kings
Shikhar Dhawan ,Delhi Capitals
Prithvi Shaw ,Delhi Capitals
Shreyas Iyer ,Delhi Capitals
Rishabh Pant (c)(wk),Delhi Capitals
Ripal Patel ,Delhi Capitals
Shimron Hetmyer ,Delhi Capitals
Axar Patel ,Delhi Capitals
Ravichandran Ashwin ,Delhi Capitals
Kagiso Rabada ,Delhi Capitals
Avesh Khan ,Delhi Capitals
Anrich Nortje ,Delhi Capitals
Rohit Sharma (c),Mumbai Indians
Ishan Kishan (wk),Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Jimmy Neesham ,Mumbai Indians
Nathan Coulter-nile ,Mumbai Indians
Piyush Chawla ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Trent Boult ,Mumbai Indians
Liam Livingstone ,Rajasthan Royals
Yashasvi Jaiswal ,Rajasthan Royals
Sanju Samson (c)(wk),Rajasthan Royals
Shivam Dube ,Rajasthan Royals
Glenn Phillips ,Rajasthan Royals
Anuj Rawat ,Rajasthan Royals
Chris Morris ,Rajasthan Royals
Rahul Tewatia ,Rajasthan Royals
Jaydev Unadkat ,Rajasthan Royals
Chetan Sakariya ,Rajasthan Royals
Mustafizur Rahman ,Rajasthan Royals
Kl Rahul (c)(wk),Punjab Kings
Mayank Agarwal ,Punjab Kings
Aiden Markram ,Punjab Kings
Shahrukh Khan ,Punjab Kings
Sarfaraz Khan ,Punjab Kings
Moises Henriques ,Punjab Kings
Harpreet Brar ,Punjab Kings
Chris Jordan ,Punjab Kings
Mohammad Shami ,Punjab Kings
Ravi Bishnoi ,Punjab Kings
Arshdeep Singh ,Punjab Kings
Jason Roy ,Sunrisers Hyderabad
Wriddhiman Saha (wk),Sunrisers Hyderabad
Priyam Garg ,Sunrisers Hyderabad
Kane Williamson (c),Sunrisers Hyderabad
Abhishek Sharma ,Sunrisers Hyderabad
Jason Holder ,Sunrisers Hyderabad
Abdul Samad ,Sunrisers Hyderabad
Rashid Khan ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Umran Malik ,Sunrisers Hyderabad
Siddarth Kaul ,Sunrisers Hyderabad
Rohit Sharma (c),Mumbai Indians
Ishan Kishan (wk),Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Saurabh Tiwary ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Nathan Coulter-nile ,Mumbai Indians
Jayant Yadav ,Mumbai Indians
Jimmy Neesham ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Trent Boult ,Mumbai Indians
Faf Du Plessis ,Chennai Super Kings
Ruturaj Gaikwad ,Chennai Super Kings
Moeen Ali ,Chennai Super Kings
Ambati Rayudu ,Chennai Super Kings
Robin Uthappa ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Dwayne Bravo ,Chennai Super Kings
Shardul Thakur ,Chennai Super Kings
Deepak Chahar ,Chennai Super Kings
Josh Hazlewood ,Chennai Super Kings
Jason Roy ,Sunrisers Hyderabad
Wriddhiman Saha (wk),Sunrisers Hyderabad
Kane Williamson (c),Sunrisers Hyderabad
Priyam Garg ,Sunrisers Hyderabad
Abhishek Sharma ,Sunrisers Hyderabad
Jason Holder ,Sunrisers Hyderabad
Abdul Samad ,Sunrisers Hyderabad
Rashid Khan ,Sunrisers Hyderabad
Bhuvneshwar Kumar ,Sunrisers Hyderabad
Umran Malik ,Sunrisers Hyderabad
Siddarth Kaul ,Sunrisers Hyderabad
