Field1_text,Text
Sunil Narine ,Kolkata Knight Riders
Robin Uthappa ,Kolkata Knight Riders
Shubman Gill ,Kolkata Knight Riders
Nitish Rana ,Kolkata Knight Riders
Dinesh Karthik (c)(wk),Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Kuldeep Yadav ,Kolkata Knight Riders
Prasidh Krishna ,Kolkata Knight Riders
Harry Gurney ,Kolkata Knight Riders
David Warner ,Sunrisers Hyderabad
Jonny Bairstow (wk),Sunrisers Hyderabad
Vijay Shankar ,Sunrisers Hyderabad
Manish Pandey ,Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Yusuf Pathan ,Sunrisers Hyderabad
Mohammad Nabi ,Sunrisers Hyderabad
Rashid Khan ,Sunrisers Hyderabad
Bhuvneshwar Kumar (c),Sunrisers Hyderabad
Siddarth Kaul ,Sunrisers Hyderabad
Sandeep Sharma ,Sunrisers Hyderabad
Chris Lynn ,Kolkata Knight Riders
Sunil Narine ,Kolkata Knight Riders
Robin Uthappa ,Kolkata Knight Riders
Nitish Rana ,Kolkata Knight Riders
Dinesh Karthik (c)(wk),Kolkata Knight Riders
Shubman Gill ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Kuldeep Yadav ,Kolkata Knight Riders
Prasidh Krishna ,Kolkata Knight Riders
Harry Gurney ,Kolkata Knight Riders
Prithvi Shaw ,Delhi Capitals
Shikhar Dhawan ,Delhi Capitals
Shreyas Iyer (c),Delhi Capitals
Rishabh Pant (wk),Delhi Capitals
Colin Ingram ,Delhi Capitals
Chris Morris ,Delhi Capitals
Axar Patel ,Delhi Capitals
Rahul Tewatia ,Delhi Capitals
Kagiso Rabada ,Delhi Capitals
Ishant Sharma ,Delhi Capitals
Sandeep Lamichhane ,Delhi Capitals
Quinton De Kock (wk),Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Ishan Kishan ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Jason Behrendorff ,Mumbai Indians
Rahul Chahar ,Mumbai Indians
Alzarri Joseph ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Kl Rahul (wk),Punjab Kings
Chris Gayle ,Punjab Kings
Mayank Agarwal ,Punjab Kings
David Miller ,Punjab Kings
Sarfaraz Khan ,Punjab Kings
Mandeep Singh ,Punjab Kings
Sam Curran ,Punjab Kings
Ravichandran Ashwin (c),Punjab Kings
Murugan Ashwin ,Punjab Kings
Andrew Tye ,Punjab Kings
Mohammad Shami ,Punjab Kings
Sunil Narine ,Kolkata Knight Riders
Chris Lynn ,Kolkata Knight Riders
Robin Uthappa ,Kolkata Knight Riders
Nitish Rana ,Kolkata Knight Riders
Dinesh Karthik (c)(wk),Kolkata Knight Riders
Shubman Gill ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Kuldeep Yadav ,Kolkata Knight Riders
Prasidh Krishna ,Kolkata Knight Riders
Lockie Ferguson ,Kolkata Knight Riders
David Warner ,Sunrisers Hyderabad
Jonny Bairstow (wk),Sunrisers Hyderabad
Vijay Shankar ,Sunrisers Hyderabad
Manish Pandey ,Sunrisers Hyderabad
Mohammad Nabi ,Sunrisers Hyderabad
Yusuf Pathan ,Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Rashid Khan ,Sunrisers Hyderabad
Bhuvneshwar Kumar (c),Sunrisers Hyderabad
Siddarth Kaul ,Sunrisers Hyderabad
Sandeep Sharma ,Sunrisers Hyderabad
Ambati Rayudu ,Chennai Super Kings
Shane Watson ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Kedar Jadhav ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Dwayne Bravo ,Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Deepak Chahar ,Chennai Super Kings
Shardul Thakur ,Chennai Super Kings
Mohit Sharma ,Chennai Super Kings
Imran Tahir ,Chennai Super Kings
Parthiv Patel (wk),Royal Challengers Bangalore
Shimron Hetmyer ,Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Moeen Ali ,Royal Challengers Bangalore
Marcus Stoinis ,Royal Challengers Bangalore
Akshdeep Nath ,Royal Challengers Bangalore
Umesh Yadav ,Royal Challengers Bangalore
Mohammed Siraj ,Royal Challengers Bangalore
Navdeep Saini ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Prithvi Shaw ,Delhi Capitals
Shikhar Dhawan ,Delhi Capitals
Shreyas Iyer (c),Delhi Capitals
Rishabh Pant (wk),Delhi Capitals
Hanuma Vihari ,Delhi Capitals
Colin Ingram ,Delhi Capitals
Chris Morris ,Delhi Capitals
Sandeep Lamichhane ,Delhi Capitals
Kagiso Rabada ,Delhi Capitals
Avesh Khan ,Delhi Capitals
Harshal Patel ,Delhi Capitals
Ajinkya Rahane (c),Rajasthan Royals
Jos Buttler (wk),Rajasthan Royals
Sanju Samson ,Rajasthan Royals
Steve Smith ,Rajasthan Royals
Ben Stokes ,Rajasthan Royals
Rahul Tripathi ,Rajasthan Royals
Krishnappa Gowtham ,Rajasthan Royals
Jofra Archer ,Rajasthan Royals
Jaydev Unadkat ,Rajasthan Royals
Shreyas Gopal ,Rajasthan Royals
Dhawal Kulkarni ,Rajasthan Royals
Parthiv Patel (wk),Royal Challengers Bangalore
Moeen Ali ,Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shimron Hetmyer ,Royal Challengers Bangalore
Colin De Grandhomme ,Royal Challengers Bangalore
Shivam Dube ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Prayas Ray Barman ,Royal Challengers Bangalore
Umesh Yadav ,Royal Challengers Bangalore
Mohammed Siraj ,Royal Challengers Bangalore
Chris Lynn ,Kolkata Knight Riders
Nitish Rana ,Kolkata Knight Riders
Robin Uthappa ,Kolkata Knight Riders
Nikhil Naik ,Kolkata Knight Riders
Dinesh Karthik (c)(wk),Kolkata Knight Riders
Shubman Gill ,Kolkata Knight Riders
Andre Russell ,Kolkata Knight Riders
Piyush Chawla ,Kolkata Knight Riders
Kuldeep Yadav ,Kolkata Knight Riders
Prasidh Krishna ,Kolkata Knight Riders
Lockie Ferguson ,Kolkata Knight Riders
Quinton De Kock (wk),Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Yuvraj Singh ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Mayank Markande ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Ajinkya Rahane (c),Rajasthan Royals
Jos Buttler (wk),Rajasthan Royals
Steve Smith ,Rajasthan Royals
Sanju Samson ,Rajasthan Royals
Ben Stokes ,Rajasthan Royals
Rahul Tripathi ,Rajasthan Royals
Krishnappa Gowtham ,Rajasthan Royals
Shreyas Gopal ,Rajasthan Royals
Jofra Archer ,Rajasthan Royals
Jaydev Unadkat ,Rajasthan Royals
Dhawal Kulkarni ,Rajasthan Royals
Rohit Sharma (c),Mumbai Indians
Quinton De Kock (wk),Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Yuvraj Singh ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Mayank Markande ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Kl Rahul (wk),Punjab Kings
Chris Gayle ,Punjab Kings
Mayank Agarwal ,Punjab Kings
Sarfaraz Khan ,Punjab Kings
David Miller ,Punjab Kings
Mandeep Singh ,Punjab Kings
Ravichandran Ashwin (c),Punjab Kings
Hardus Viljoen ,Punjab Kings
Varun Chakaravarthy ,Punjab Kings
Mohammad Shami ,Punjab Kings
Andrew Tye ,Punjab Kings
Ambati Rayudu ,Chennai Super Kings
Shane Watson ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Kedar Jadhav ,Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Dwayne Bravo ,Chennai Super Kings
Deepak Chahar ,Chennai Super Kings
Shardul Thakur ,Chennai Super Kings
Harbhajan Singh ,Chennai Super Kings
Imran Tahir ,Chennai Super Kings
Chris Gayle ,Punjab Kings
Kl Rahul ,Punjab Kings
Mayank Agarwal ,Punjab Kings
Sarfaraz Khan ,Punjab Kings
Nicholas Pooran (wk),Punjab Kings
Mandeep Singh ,Punjab Kings
Sam Curran ,Punjab Kings
Ravichandran Ashwin (c),Punjab Kings
Mohammad Shami ,Punjab Kings
Mujeeb Ur Rahman ,Punjab Kings
Ankit Rajpoot ,Punjab Kings
Shikhar Dhawan ,Delhi Capitals
Prithvi Shaw ,Delhi Capitals
Shreyas Iyer (c),Delhi Capitals
Rishabh Pant (wk),Delhi Capitals
Colin Ingram ,Delhi Capitals
Keemo Paul ,Delhi Capitals
Axar Patel ,Delhi Capitals
Rahul Tewatia ,Delhi Capitals
Kagiso Rabada ,Delhi Capitals
Trent Boult ,Delhi Capitals
Ishant Sharma ,Delhi Capitals
David Warner ,Sunrisers Hyderabad
Jonny Bairstow (wk),Sunrisers Hyderabad
Manish Pandey ,Sunrisers Hyderabad
Deepak Hooda ,Sunrisers Hyderabad
Shakib Al Hasan ,Sunrisers Hyderabad
Vijay Shankar ,Sunrisers Hyderabad
Yusuf Pathan ,Sunrisers Hyderabad
Rashid Khan ,Sunrisers Hyderabad
Bhuvneshwar Kumar (c),Sunrisers Hyderabad
Sandeep Sharma ,Sunrisers Hyderabad
Siddarth Kaul ,Sunrisers Hyderabad
Virat Kohli (c),Royal Challengers Bangalore
Parthiv Patel (wk),Royal Challengers Bangalore
Moeen Ali ,Royal Challengers Bangalore
Shimron Hetmyer ,Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shivam Dube ,Royal Challengers Bangalore
Colin De Grandhomme ,Royal Challengers Bangalore
Umesh Yadav ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Mohammed Siraj ,Royal Challengers Bangalore
Navdeep Saini ,Royal Challengers Bangalore
