Field1_text,Text
Quinton De Kock (wk),Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Ishan Kishan ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Rahul Chahar ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Faf Du Plessis ,Chennai Super Kings
Shane Watson ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ambati Rayudu ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Dwayne Bravo ,Chennai Super Kings
Deepak Chahar ,Chennai Super Kings
Shardul Thakur ,Chennai Super Kings
Harbhajan Singh ,Chennai Super Kings
Imran Tahir ,Chennai Super Kings
Prithvi Shaw ,Delhi Capitals
Shikhar Dhawan ,Delhi Capitals
Shreyas Iyer (c),Delhi Capitals
Rishabh Pant (wk),Delhi Capitals
Colin Munro ,Delhi Capitals
Sherfane Rutherford ,Delhi Capitals
Axar Patel ,Delhi Capitals
Keemo Paul ,Delhi Capitals
Amit Mishra ,Delhi Capitals
Ishant Sharma ,Delhi Capitals
Trent Boult ,Delhi Capitals
Quinton De Kock (wk),Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Ishan Kishan ,Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Jayant Yadav ,Mumbai Indians
Rahul Chahar ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Quinton De Kock (wk),Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Ishan Kishan ,Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Mitchell Mcclenaghan ,Mumbai Indians
Rahul Chahar ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Kl Rahul ,Punjab Kings
Chris Gayle ,Punjab Kings
Mayank Agarwal ,Punjab Kings
Nicholas Pooran (wk),Punjab Kings
Mandeep Singh ,Punjab Kings
Sam Curran ,Punjab Kings
Harpreet Brar ,Punjab Kings
Ravichandran Ashwin (c),Punjab Kings
Andrew Tye ,Punjab Kings
Murugan Ashwin ,Punjab Kings
Mohammad Shami ,Punjab Kings
Parthiv Patel (wk),Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Shimron Hetmyer ,Royal Challengers Bangalore
Gurkeerat Mann Singh ,Royal Challengers Bangalore
Washington Sundar ,Royal Challengers Bangalore
Colin De Grandhomme ,Royal Challengers Bangalore
Umesh Yadav ,Royal Challengers Bangalore
Navdeep Saini ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Kulwant Khejroliya ,Royal Challengers Bangalore
Prithvi Shaw ,Delhi Capitals
Shikhar Dhawan ,Delhi Capitals
Shreyas Iyer (c),Delhi Capitals
Rishabh Pant (wk),Delhi Capitals
Colin Ingram ,Delhi Capitals
Sherfane Rutherford ,Delhi Capitals
Keemo Paul ,Delhi Capitals
Axar Patel ,Delhi Capitals
Amit Mishra ,Delhi Capitals
Ishant Sharma ,Delhi Capitals
Trent Boult ,Delhi Capitals
Kl Rahul ,Punjab Kings
Chris Gayle ,Punjab Kings
Mayank Agarwal ,Punjab Kings
Nicholas Pooran (wk),Punjab Kings
Mandeep Singh ,Punjab Kings
Sam Curran ,Punjab Kings
Ravichandran Ashwin (c),Punjab Kings
Andrew Tye ,Punjab Kings
Murugan Ashwin ,Punjab Kings
Mohammad Shami ,Punjab Kings
Arshdeep Singh ,Punjab Kings
Quinton De Kock (wk),Mumbai Indians
Rohit Sharma (c),Mumbai Indians
Evin Lewis ,Mumbai Indians
Suryakumar Yadav ,Mumbai Indians
Kieron Pollard ,Mumbai Indians
Hardik Pandya ,Mumbai Indians
Krunal Pandya ,Mumbai Indians
Barinder Sran ,Mumbai Indians
Rahul Chahar ,Mumbai Indians
Lasith Malinga ,Mumbai Indians
Jasprit Bumrah ,Mumbai Indians
Shane Watson ,Chennai Super Kings
Faf Du Plessis ,Chennai Super Kings
Suresh Raina ,Chennai Super Kings
Ambati Rayudu ,Chennai Super Kings
Kedar Jadhav ,Chennai Super Kings
Ms Dhoni (c)(wk),Chennai Super Kings
Dwayne Bravo ,Chennai Super Kings
Ravindra Jadeja ,Chennai Super Kings
Deepak Chahar ,Chennai Super Kings
Harbhajan Singh ,Chennai Super Kings
Imran Tahir ,Chennai Super Kings
Parthiv Patel (wk),Royal Challengers Bangalore
Virat Kohli (c),Royal Challengers Bangalore
Heinrich Klaasen ,Royal Challengers Bangalore
Gurkeerat Mann Singh ,Royal Challengers Bangalore
Ab De Villiers ,Royal Challengers Bangalore
Marcus Stoinis ,Royal Challengers Bangalore
Pawan Negi ,Royal Challengers Bangalore
Umesh Yadav ,Royal Challengers Bangalore
Navdeep Saini ,Royal Challengers Bangalore
Yuzvendra Chahal ,Royal Challengers Bangalore
Kulwant Khejroliya ,Royal Challengers Bangalore
David Warner ,Sunrisers Hyderabad
